BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYukseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
912,0,2.8,0,6,0,46,0.4,84,4,11,995,1310,851,4,0,0,0,0,2
1786,1,2.6,1,6,1,14,1,115,4,15,616,912,3038,14,0,1,1,2,10
568,1,2,1,1,1,36,0.3,179,3,4,181,1703,950,9,0,1,1,0,0
501,0,0.5,0,14,1,22,0.5,174,6,20,239,1636,3077,17,1,1,1,1,2
571,0,2,0,5,0,58,0.6,101,6,11,31,1536,555,11,0,1,0,0,5
1327,1,2.8,1,10,1,23,0.5,89,7,16,441,1721,872,4,0,0,0,0,7
1867,1,2.3,1,0,0,9,0.1,191,6,3,712,1442,990,2,0,1,0,3,0
518,1,0.8,0,0,1,3,0.1,178,7,1,437,1947,2832,8,0,1,0,1,7
925,0,2.1,1,9,1,56,0.2,196,1,14,1262,1520,2466,5,0,1,1,1,10
1846,0,0.6,1,1,1,19,0.7,159,1,2,83,773,1333,11,1,0,0,3,3
1811,0,0.5,0,0,1,32,1,115,6,0,204,1132,348,18,0,1,0,0,0
1048,0,0.9,1,10,0,28,0.8,194,2,19,966,1975,1458,15,0,1,0,3,4
733,0,0.6,0,0,1,63,0.3,105,7,10,950,1739,984,9,0,1,0,0,2
1407,1,1.8,0,5,0,16,0.2,170,4,6,925,1206,1068,8,0,0,1,3,1
577,1,2.4,1,8,0,37,0.9,161,6,20,1087,1450,814,19,0,0,0,0,10
596,1,2.1,0,9,1,64,0.8,111,8,15,885,1854,3238,10,1,1,1,2,3
1821,0,1.2,1,13,0,44,0.6,141,2,14,1208,1212,1411,15,0,0,1,3,4
1821,1,1.7,1,4,0,10,0.8,139,8,10,381,1018,3220,18,0,1,0,2,10
1707,1,1.4,1,0,1,41,0.8,80,7,2,1331,1388,1774,10,1,1,1,1,11
1203,0,0.5,0,0,0,11,0.9,109,2,12,35,510,1672,19,0,0,1,0,0
1170,0,0.9,1,6,0,14,0.4,199,2,13,474,709,715,20,0,1,0,0,4
984,0,2.2,0,0,0,39,0.5,119,8,18,56,1931,2013,16,0,0,1,3,8
1722,1,2.6,1,8,1,18,0.8,177,2,16,865,1741,3271,15,0,1,0,2,8
587,0,2.5,1,16,0,51,0.6,111,1,17,244,1361,2746,7,0,1,0,1,4
1186,0,0.5,0,2,1,21,0.4,160,8,4,68,584,2361,7,0,1,1,3,0
1674,1,2.8,0,0,0,52,0.2,89,3,7,1432,1649,2030,6,0,1,1,1,1
1889,1,2.8,1,5,0,31,1,132,1,10,170,1106,3672,3,0,0,0,2,8
1776,1,2.2,1,2,1,20,0.9,82,6,16,1563,1803,2671,12,1,0,0,2,2
1826,0,0.5,0,5,0,49,0.6,172,8,6,973,1633,1612,17,0,0,1,1,10
1591,0,2.2,0,4,0,52,1,161,3,16,548,1641,282,14,0,0,0,0,4
1190,0,2.2,0,9,1,47,0.3,186,6,10,1417,1441,624,19,0,0,0,0,11
695,1,1.2,1,1,0,41,0.4,169,8,8,789,1211,2282,17,0,0,1,3,1
1204,0,2.6,1,0,1,10,0.3,199,7,3,480,1482,1724,19,0,1,1,3,3
590,0,1.2,0,0,1,32,0.4,141,6,1,227,509,1817,6,1,0,1,0,1
638,1,1.7,0,11,1,27,0.5,102,4,17,1171,1383,2735,9,0,0,1,1,8
1589,0,0.6,0,0,0,58,0.9,85,7,7,319,1206,3464,6,0,0,0,2,7
1397,1,2.9,0,13,1,9,0.5,87,6,18,1308,1991,3137,11,0,0,0,2,9
560,0,2,0,6,0,57,0.3,81,3,12,80,1327,2167,7,0,1,0,3,5
687,0,1.3,1,9,0,50,0.6,151,4,20,584,1151,3416,8,0,0,1,2,5
1284,0,2.8,0,0,1,10,0.9,155,2,14,160,516,2197,9,1,0,0,3,9
637,0,0.8,0,2,1,28,0.6,194,4,6,1080,1289,2725,7,1,1,1,1,2
909,0,0.5,0,9,1,30,0.4,97,3,10,290,773,594,4,0,0,0,0,0
1207,1,0.5,1,0,1,58,0.3,112,8,0,406,681,503,5,0,0,1,0,6
1232,1,1.2,1,12,1,30,0.9,131,6,14,625,761,1656,15,0,0,0,3,3
1891,1,2.8,1,7,0,37,0.4,129,7,14,169,1108,3704,11,0,1,1,2,1
1698,1,2.5,1,10,0,26,0.4,105,2,18,485,1819,1656,17,0,1,0,1,4
719,1,2.9,1,7,1,6,0.7,102,6,8,405,1141,841,2,0,1,1,0,1
1485,1,1,1,2,0,32,0.7,84,2,9,510,1013,2147,11,0,0,1,1,10
557,0,1.6,1,0,1,24,0.5,125,3,0,1131,1315,1305,3,0,1,0,0,11
1193,1,0.9,1,11,1,26,0.5,166,1,20,730,1729,536,4,0,1,0,0,7
1396,1,1.5,0,0,0,44,0.1,118,6,1,173,1843,1386,8,0,0,0,3,7
1843,0,1.8,0,13,0,16,0.7,134,6,18,118,580,3213,15,0,0,1,2,9
663,1,0.8,0,0,1,25,0.6,183,2,1,82,1605,3176,2,0,1,0,1,11
1854,1,3,1,2,0,8,0.1,101,5,5,506,627,1886,20,0,0,1,3,11
584,0,1.7,0,1,0,19,0.4,199,4,4,919,1343,3996,17,0,0,0,2,6
548,1,1,0,0,0,56,0.4,146,4,14,657,1657,562,8,0,0,0,0,7
1194,1,2.3,1,6,0,34,0.2,165,2,12,494,509,313,19,0,0,1,0,1
1811,1,2.9,1,0,1,33,0.2,132,8,2,1099,1553,2610,13,0,0,1,2,0
1617,0,1.3,0,3,0,30,0.7,105,2,4,246,1038,829,10,0,1,1,0,7
1114,1,2.8,1,4,0,9,0.4,197,3,15,1040,1071,907,17,0,0,1,0,3
865,1,1.2,0,8,1,59,0.1,159,3,9,805,1804,2361,19,0,1,0,1,10
1002,0,1.8,1,1,1,45,0.7,180,7,7,948,1007,1234,18,0,0,1,0,3
1577,1,0.5,0,0,0,42,0.3,197,5,4,1045,1737,2060,12,0,1,1,1,2
1310,0,2.2,0,0,0,51,0.6,100,4,0,178,1919,3845,12,0,0,1,2,9
1181,1,2.3,1,12,0,61,0.6,116,2,16,385,831,2020,18,0,0,1,3,1
1288,1,2.8,0,15,1,50,0.1,121,2,20,1177,1809,3129,2,1,1,1,2,7
1864,1,2.2,1,0,0,7,0.1,142,1,2,225,1545,2258,10,0,1,1,1,10
1640,1,0.5,0,1,0,36,0.9,87,8,11,664,1806,3235,10,0,1,0,2,5
1467,0,0.5,1,0,1,18,0.6,122,5,0,888,1099,3962,5,0,0,0,2,1
722,1,1.1,1,12,1,12,1,93,6,20,138,1371,2359,3,1,1,1,3,8
1851,0,1.9,0,3,0,12,0.9,198,6,11,293,1967,735,14,0,1,0,0,9
917,0,0.5,1,1,0,31,0.5,88,6,2,423,909,3424,13,0,0,1,2,0
1195,0,2.8,1,1,0,20,0.8,110,2,14,1580,1652,504,12,0,0,1,0,3
1562,0,0.7,1,0,1,55,0.1,140,8,1,1032,1776,2096,3,1,1,1,1,8
1456,1,1.6,0,5,1,49,0.2,193,3,20,1285,1427,3624,16,0,0,1,2,8
1751,1,0.5,0,6,1,8,0.6,178,6,20,170,564,2969,17,1,1,0,1,10
775,0,2.6,1,0,1,30,0.4,189,7,10,561,1510,2523,9,0,1,0,1,3
1084,0,2.6,1,3,0,40,0.9,107,3,11,322,771,1945,10,0,0,1,3,10
1987,0,0.5,1,3,0,53,1,181,3,7,1052,1516,3117,8,0,0,0,2,8
856,1,1.9,0,0,0,14,0.6,115,1,7,395,1027,2439,12,0,0,0,3,5
908,1,2.1,1,1,1,44,0.6,95,5,2,154,941,3518,7,0,0,0,2,1
1701,0,1.6,0,3,1,10,0.3,194,8,7,550,1338,2598,6,1,0,1,1,5
1820,0,1.7,0,0,0,64,0.6,161,1,3,1157,1951,574,18,0,0,1,3,9
1375,1,2.9,1,2,1,20,0.4,147,6,7,596,679,3847,12,0,1,0,2,3
1270,0,0.6,0,2,0,32,0.5,101,7,6,299,845,3770,13,0,0,1,2,1
570,0,0.5,0,2,1,9,0.3,111,7,5,1331,1917,3663,14,1,1,1,2,9
1332,1,1.3,0,5,0,7,0.8,168,7,19,846,855,2790,10,0,0,1,1,2
1049,0,2.2,1,9,1,63,0.5,135,5,17,199,1077,1022,13,1,1,1,0,11
1076,0,2.6,1,3,0,38,0.7,119,6,8,129,915,891,9,0,0,1,0,4
672,0,0.6,0,13,1,61,0.1,194,5,20,724,1127,1457,20,0,1,0,0,8
1330,0,1.3,0,14,1,3,0.3,83,5,17,980,1262,463,11,1,1,0,0,5
1811,0,2.5,1,4,0,5,0.6,98,4,16,447,568,2700,8,0,0,0,1,5
641,0,1.1,1,0,0,7,0.9,192,1,3,417,759,3595,19,0,0,0,1,1
654,0,1.3,1,0,0,52,0.7,196,4,4,1715,1898,1036,13,0,1,1,3,7
1647,1,1.4,0,3,0,38,0.3,102,6,15,193,1185,2532,15,0,1,0,1,11
1478,0,0.8,0,12,1,48,0.7,99,5,17,694,882,1141,6,1,1,0,3,5
1149,0,2.2,1,4,1,30,0.2,106,6,5,1617,1675,3755,8,0,1,1,2,7
569,0,0.5,0,10,0,4,0.8,170,3,19,351,1159,2351,10,0,0,1,3,5
1839,0,1.2,1,9,0,54,0.5,200,7,11,475,1493,927,18,0,1,0,3,4
772,1,1,0,0,0,23,0.6,97,7,11,317,1805,2782,17,0,1,1,1,11
966,1,2,1,8,0,34,0.5,118,2,10,214,1523,3534,11,0,0,0,2,5
1663,0,2.5,0,13,0,27,0.3,169,4,14,831,1439,2084,18,0,1,1,1,0
1982,1,1.1,1,12,1,24,0.1,129,7,16,764,1873,3511,15,0,0,0,2,3
1757,1,0.5,1,8,1,49,0.5,180,6,14,265,713,2056,4,1,1,1,3,5
1724,1,2,0,2,0,57,0.5,177,3,5,1605,1924,2822,16,0,0,1,2,1
1462,0,1.7,0,1,1,25,0.2,182,7,18,91,1478,824,13,0,1,0,0,1
1424,1,0.5,0,16,0,23,0.6,80,4,18,1399,1663,1053,16,0,0,0,3,4
1927,1,0.9,0,3,1,11,0.4,190,8,12,491,1506,2916,18,1,0,0,2,6
1973,0,2.4,0,6,1,46,0.1,193,4,10,699,851,639,3,1,1,0,0,0
1796,0,2.3,1,4,1,44,0.9,184,2,11,1024,1363,3577,4,0,0,1,2,10
840,1,1.2,0,5,0,15,0.3,178,6,8,526,1728,2636,6,0,0,1,1,2
1874,0,0.6,1,1,1,19,0.8,192,2,9,1238,1418,1218,17,1,0,1,3,4
1454,1,2.6,1,8,1,6,0.4,199,3,20,698,1018,1300,2,1,1,0,3,2
1075,1,0.5,0,2,1,11,0.2,122,1,16,271,1769,3927,7,0,1,1,2,9
1275,0,0.5,0,3,0,5,0.2,152,1,9,19,501,3784,4,0,0,1,2,1
541,1,1,1,0,0,10,0.4,127,4,0,1836,1873,1019,15,0,0,1,3,1
790,1,2,0,16,0,11,0.3,87,6,17,347,730,3169,2,0,1,0,1,1
609,0,3,1,15,0,44,0.3,117,1,16,58,1253,2581,15,0,1,0,3,10
897,1,1.4,0,1,1,17,0.4,171,1,2,547,1852,2948,5,1,1,0,1,6
1681,0,2.5,1,2,1,11,0.4,158,2,13,195,1205,1122,16,1,0,0,0,7
1406,1,0.5,0,2,0,34,0.8,98,3,5,1017,1366,3915,2,0,1,0,2,8
1375,0,1.3,0,2,1,12,0.1,105,1,13,898,1687,2890,12,1,1,1,2,0
1788,0,0.5,0,15,0,2,0.3,150,6,20,472,1073,2655,4,0,1,0,1,5
1779,0,2.6,0,2,1,5,0.8,90,1,3,1225,1717,1246,20,1,0,1,3,3
539,1,1.5,1,6,0,26,0.2,137,6,8,1123,1709,3948,15,0,0,0,2,8
1880,0,2,1,11,1,35,0.1,200,4,14,930,1983,1930,15,1,0,1,1,11
1992,0,1.6,1,5,0,57,1,100,2,15,1552,1596,606,4,0,0,0,3,11
583,0,0.9,0,1,1,51,0.9,88,8,2,1658,1794,1799,7,1,0,1,3,3
1778,1,1.4,0,3,0,45,1,132,4,17,88,516,1624,9,0,0,1,3,11
1823,1,2.8,0,11,1,10,0.6,81,8,19,362,1250,1812,19,0,0,0,1,0
1496,0,1.9,0,13,1,38,0.1,126,4,14,501,506,1927,6,1,1,0,3,9
916,0,0.5,1,0,0,47,0.2,82,4,1,1147,1393,1659,11,0,0,1,3,9
759,1,2.5,1,3,0,39,0.3,162,2,8,110,1317,968,2,0,1,1,0,8
1614,1,1.9,1,8,0,55,0.3,188,3,17,860,1330,3914,13,0,1,1,2,6
1866,1,1.4,1,0,1,30,0.5,182,3,0,108,1781,3834,8,1,1,1,2,5
999,1,2.6,0,11,0,56,1,165,4,13,342,1641,3083,11,0,0,0,1,1
1154,1,2,1,6,0,35,0.8,159,5,16,1003,1827,3262,16,0,1,1,2,5
966,0,0.6,1,9,0,50,0.2,117,4,10,1446,1754,2574,5,0,1,0,1,2
1836,0,1.7,0,3,1,26,0.1,134,6,16,408,1139,3097,18,1,0,1,2,9
1359,1,0.6,1,4,1,59,0.3,86,2,6,1692,1902,3142,17,1,0,0,2,9
1848,1,1.3,0,7,1,12,0.1,178,2,19,195,533,3915,8,1,1,0,2,3
1441,1,0.6,0,0,0,53,0.5,106,1,12,254,954,1393,4,0,0,0,3,2
576,1,0.8,1,0,0,27,0.1,121,2,4,757,1518,1519,8,0,1,0,3,9
1030,1,1.6,0,3,0,58,0.2,138,6,20,1111,1812,2858,18,0,0,0,2,3
645,1,1.2,1,6,0,41,0.7,184,8,17,741,1130,714,13,0,0,1,0,11
625,1,2.7,0,2,1,42,0.8,138,8,3,203,1771,2929,17,0,1,1,1,2
535,0,0.5,0,8,0,54,0.5,145,8,15,710,939,2674,10,0,1,1,1,7
818,1,0.5,0,2,0,23,0.2,192,5,17,586,1552,2518,3,0,0,1,1,2
1396,1,2.4,0,0,1,46,0.1,138,7,1,1191,1347,2389,15,1,1,0,1,6
866,1,0.5,0,5,0,46,0.5,179,8,7,692,1686,3825,2,0,0,0,2,11
1229,1,0.5,0,15,1,14,0.8,191,2,16,120,1878,1667,17,1,1,0,3,8
1117,0,0.5,0,2,1,21,0.1,177,2,19,495,1035,1999,2,0,1,0,3,1
1753,1,1.2,1,8,0,12,0.9,113,7,17,387,1595,1445,12,0,0,0,3,2
1108,1,1,1,3,1,49,0.7,140,5,12,1298,1666,3254,16,0,1,1,2,3
819,1,0.6,0,8,0,42,0.9,188,6,20,339,1242,1814,13,0,1,0,3,0
576,0,2.8,1,2,0,10,0.2,184,5,7,513,1438,2938,5,0,0,0,1,4
1408,0,2.5,1,3,1,32,0.1,151,4,6,875,982,3162,3,0,1,1,2,5
1886,1,0.5,1,0,0,24,0.4,112,3,1,809,1958,1179,20,0,1,0,3,3
668,1,2.3,1,2,0,48,0.3,114,1,19,195,1292,1201,4,0,0,1,0,8
662,1,0.5,1,5,1,20,0.8,138,1,10,1001,1224,2125,15,1,0,0,3,3
1414,0,1.5,0,5,1,44,0.5,180,2,6,44,1118,3490,13,1,0,1,2,1
1136,0,1.6,1,15,1,32,0.5,150,6,19,961,1030,3210,8,0,0,0,2,1
1689,0,2.4,0,0,0,13,0.9,168,2,9,521,674,1172,17,0,0,0,0,2
659,1,1.4,0,2,0,3,0.1,85,8,6,190,657,967,14,0,1,0,0,7
1742,0,0.5,0,5,0,43,0.9,176,3,7,356,1407,1921,3,0,0,1,1,6
1358,1,2.5,0,0,1,20,0.6,135,7,0,1485,1655,3406,11,1,1,0,2,2
1533,0,1.1,0,18,0,17,0.3,160,4,20,1054,1393,2520,11,0,1,0,1,11
1878,0,0.5,1,9,1,29,0.6,85,8,19,210,1026,1334,2,1,1,1,3,0
576,1,1.2,1,1,1,30,0.8,162,8,5,847,893,2800,16,1,0,0,1,9
1225,1,0.7,0,0,0,2,0.6,138,7,1,217,1101,2675,15,0,0,1,1,9
560,1,0.5,0,15,1,50,0.3,159,2,20,1448,1613,2150,11,0,0,1,1,4
1559,0,1.6,0,6,0,6,0.5,162,6,17,179,1559,3352,3,0,0,0,2,6
520,1,2.3,1,0,0,31,0.8,145,6,14,264,519,2753,17,0,1,0,3,3
1425,0,0.6,1,0,0,33,0.5,89,3,2,396,1648,3771,9,0,1,0,2,10
1062,1,1.5,1,3,1,45,0.2,151,3,4,798,1435,911,9,1,1,1,0,3
1872,0,0.5,0,14,1,49,0.2,139,7,18,81,1389,3153,5,0,0,1,2,5
1408,0,2.1,0,10,1,45,0.9,89,5,14,613,1088,3952,3,1,1,0,2,11
586,1,0.5,0,1,1,57,0.3,188,2,5,1226,1389,3646,11,0,0,0,2,11
894,1,2.1,0,16,1,16,0.7,168,8,20,286,1300,3377,6,0,0,0,1,1
1791,0,0.5,0,1,0,33,0.5,110,5,4,371,682,594,16,0,1,0,0,5
1844,0,2.3,0,1,1,51,0.7,158,8,3,533,882,1724,14,1,0,0,3,9
950,1,0.5,1,6,0,55,0.1,124,8,7,86,1681,1305,4,0,1,0,0,10
642,1,2.8,1,3,1,34,0.8,197,2,15,331,1011,3355,13,1,1,1,1,8
1066,1,0.6,1,2,0,7,0.9,114,7,18,1242,1571,468,6,0,0,1,0,8
1089,0,0.9,0,12,0,2,0.7,145,5,15,636,1259,2765,10,0,1,0,1,5
516,1,1.1,0,0,0,39,0.4,91,5,7,855,1401,819,10,0,0,0,0,11
1900,0,0.5,0,0,0,55,0.9,171,1,1,934,1241,3917,18,0,1,0,2,4
615,0,0.5,0,0,1,42,0.6,163,6,4,104,1664,2211,18,1,1,0,3,0
1005,1,0.5,1,0,1,46,0.4,133,8,17,176,1556,3884,20,1,0,0,2,2
769,0,2.9,0,0,1,9,0.1,182,5,1,248,874,3946,7,1,1,1,2,1
1397,1,2.4,0,5,0,3,0.2,121,3,15,433,1658,1378,4,0,0,0,3,2
1109,0,2.8,0,6,1,57,0.9,151,1,12,124,833,2785,16,0,1,1,1,3
1901,0,0.5,1,5,0,41,0.6,131,2,17,3,1662,368,12,0,1,1,0,2
1702,1,1,1,7,1,36,0.1,177,5,9,1240,1931,1430,10,1,1,1,1,9
969,1,2.4,1,0,1,45,0.3,124,7,0,491,589,404,19,0,1,0,0,0
1296,1,1.4,0,3,1,11,0.2,129,7,4,1222,1382,2552,10,0,0,0,1,6
682,0,0.5,1,4,1,19,1,121,4,11,902,1064,2337,18,1,0,0,3,11
1183,0,0.5,0,3,0,48,0.1,120,8,12,268,1010,1152,3,0,1,1,0,5
1524,0,1.8,0,0,1,10,0.6,174,4,1,154,550,2678,13,0,1,0,1,3
685,1,2.7,1,7,1,17,0.3,174,6,20,725,870,1223,18,0,1,0,0,7
1859,1,0.5,0,3,1,22,0.7,164,1,7,1004,1654,1067,10,0,1,1,3,11
1168,1,1.3,1,9,1,61,0.1,90,8,10,159,1578,3173,17,1,1,0,2,7
1083,1,1,1,6,1,52,0.9,126,2,20,925,1469,681,19,0,0,0,0,3
1452,0,0.5,0,1,0,25,0.9,123,6,11,42,1040,2669,13,0,1,1,1,0
1227,0,1.1,0,0,1,34,0.2,130,3,3,935,1781,1324,12,1,0,0,3,7
1658,0,1.4,0,0,0,38,0.3,159,5,0,51,739,2609,19,0,1,1,1,1
1182,1,0.5,1,7,0,8,0.5,138,8,16,275,986,2563,19,0,1,1,1,0
688,0,1.5,1,0,1,2,1,89,3,2,271,869,391,8,0,0,0,0,3
1061,0,2.1,1,3,0,52,0.1,109,7,4,138,1330,999,9,0,0,1,0,0
875,1,0.7,1,2,1,23,0.1,110,7,7,300,1316,756,6,1,1,1,0,2
1991,1,2.2,0,1,0,42,0.7,82,1,13,366,613,722,10,0,0,1,0,2
1616,0,2.3,0,3,1,52,0.1,100,5,8,151,1133,657,2,0,0,1,0,2
1112,1,0.5,1,0,0,12,0.9,190,4,6,777,1119,3302,20,0,0,0,2,7
609,1,0.5,1,3,1,26,0.3,93,4,4,938,1948,1866,14,0,0,0,3,3
1799,1,1,1,1,0,30,0.6,123,3,9,617,1386,445,10,0,0,1,0,9
686,0,0.5,1,11,1,3,0.3,91,6,15,1109,1392,570,19,1,0,1,0,4
1876,1,1.3,0,9,0,64,1,98,3,19,600,1211,3132,2,0,0,0,2,9
1213,0,0.5,1,0,1,16,0.5,108,5,0,226,1248,2700,9,1,1,0,1,4
1617,0,2.4,1,,0,36,0.8,85,1,9,743,1426,296,7,0,1,1,0,5
532,0,0.8,0,3,1,8,0.1,193,5,10,1213,1354,728,8,0,0,1,0,6
1178,1,2.2,0,6,1,57,0.3,84,3,17,96,1352,2492,10,0,0,1,1,9
1268,0,2.9,1,9,0,42,0.9,182,6,17,360,912,931,20,0,0,1,0,5
754,1,0.5,0,7,0,59,0.7,178,7,10,1914,1928,1027,5,0,1,1,3,6
1617,1,1.5,1,1,0,63,0.7,111,2,10,274,1079,2754,8,0,0,0,1,3
1170,0,1.2,1,4,1,30,0.4,83,8,15,27,1722,1073,8,0,0,1,0,1
1864,1,1.9,0,2,1,57,0.1,181,6,6,1279,1793,3586,8,1,1,0,2,2
1604,0,1.7,1,2,1,33,1,191,8,5,134,939,916,12,1,0,0,0,6
1166,1,2,1,3,0,25,0.8,198,5,4,59,1203,2488,15,0,1,1,1,9
1661,0,0.8,0,1,0,6,1,109,7,2,594,1337,864,2,0,1,0,3,1
600,1,0.5,1,1,1,48,0.8,191,3,7,501,1465,3393,8,0,1,1,1,1
1163,1,2.8,0,0,1,49,0.6,155,2,0,520,754,2768,12,1,1,0,1,6
553,0,2.2,0,0,0,18,0.7,136,2,1,1287,1892,3300,20,0,1,1,2,2
1476,0,1.2,0,0,0,55,0.1,171,4,5,1641,1666,1529,3,0,1,0,1,0
1277,0,0.5,0,0,0,35,0.4,142,6,6,309,1460,3559,6,0,0,1,2,4
1872,0,0.9,0,0,1,16,0.5,80,2,2,286,1484,2295,16,1,1,0,1,2
1154,1,1.1,0,2,0,5,0.2,98,1,13,539,1240,1470,12,0,1,1,3,11
1039,1,0.6,1,5,0,6,0.1,136,6,8,62,544,3212,7,0,1,0,1,8
956,1,0.5,1,1,0,41,1,143,7,6,511,1075,3286,12,0,0,1,2,6
915,1,2,1,8,0,31,0.3,91,3,20,875,1316,378,9,0,0,1,0,9
710,0,0.5,1,6,1,32,0.8,151,5,9,485,857,1419,18,1,0,1,0,4
1602,1,1.6,0,0,0,35,0.1,99,7,7,1325,1800,1829,13,0,1,1,1,6
1528,1,2.4,1,2,1,37,0.2,156,8,3,306,564,733,14,0,0,1,0,7
681,1,0.5,0,12,0,17,0.9,194,5,19,371,1702,2548,5,0,1,0,1,5
1655,0,0.5,0,6,0,4,0.1,105,3,12,626,1348,673,12,0,1,1,0,6
689,1,1.4,1,2,1,45,0.5,103,5,11,256,823,3585,10,0,1,1,2,6
531,0,0.5,0,0,0,12,0.5,121,4,3,158,1657,2331,20,0,1,0,3,6
913,1,1.7,0,1,0,41,0.3,103,1,14,431,1144,2278,18,0,0,1,3,3
527,1,0.7,0,4,1,53,0.9,128,1,11,67,1924,1302,13,1,1,1,0,0
932,1,1.3,1,1,1,64,0.7,154,7,2,1176,1224,3817,9,0,0,0,2,5
1558,0,2.5,1,2,0,32,0.1,114,5,3,322,1385,878,17,0,0,0,0,4
1156,0,1.2,0,0,0,50,0.8,159,2,0,322,547,470,15,0,0,1,0,6
587,0,2.3,0,4,1,6,0.7,170,1,16,612,1793,2777,14,0,0,1,1,7
1315,0,2.6,1,7,1,64,0.8,128,7,16,59,575,3278,13,1,1,1,1,8
1763,1,0.5,0,12,1,10,0.2,184,3,19,238,1893,792,13,0,1,0,0,0
1883,0,2.7,0,6,0,30,0.5,95,2,10,531,791,3724,20,0,0,0,2,4
502,1,1.5,0,7,1,37,0.2,199,2,12,705,1810,1649,14,1,0,1,3,9
748,1,1.4,1,0,1,25,1,110,7,14,88,709,1974,13,1,0,0,3,8
1309,1,1.1,0,0,1,33,0.5,100,4,14,557,1402,2334,11,0,1,0,1,8
879,0,2.5,1,11,0,14,0.7,83,6,15,403,1105,349,2,0,1,0,0,4
1190,1,2,0,0,1,40,0.2,93,5,1,1399,1646,3610,9,1,1,0,2,4
817,1,1.3,1,0,1,11,0.5,144,3,11,722,766,2039,19,1,0,1,3,1
1720,1,1.6,1,18,0,2,0.8,188,5,20,334,896,2522,2,0,1,0,1,8
797,0,1.5,0,4,1,18,0.6,81,8,20,888,1466,2052,14,0,0,0,3,0
720,0,1.4,0,0,0,61,0.6,96,7,8,1347,1733,2799,15,0,1,0,2,9
989,0,2,1,4,1,17,0.2,166,3,19,256,1394,3892,19,0,0,1,2,1
858,1,2.2,1,1,1,50,0.1,84,1,2,528,1416,3978,3,0,0,1,2,0
832,0,0.5,0,1,0,5,0.1,165,5,2,9,1944,3946,14,0,0,0,2,11
649,0,1.4,1,4,0,19,0.8,190,7,12,344,1551,739,2,0,0,1,0,4
1546,0,0.5,0,3,0,6,0.2,101,1,4,91,1317,3521,9,0,1,1,2,6
509,0,0.6,0,2,0,9,0.1,93,5,15,1137,1224,513,12,0,1,1,0,10
1940,0,1,0,0,0,5,0.2,194,4,1,588,1809,820,3,0,0,0,3,1
1893,0,0.5,0,1,1,23,0.1,179,8,3,1203,1432,1482,17,1,0,1,1,0
1821,1,0.9,1,9,0,12,0.3,114,1,18,97,1803,2430,6,0,0,0,1,1
875,0,1.4,0,1,0,43,0.6,104,8,3,902,969,3396,18,0,1,1,2,6
920,1,2.1,0,5,1,25,0.4,115,7,14,209,1078,785,5,1,0,0,0,11
1897,1,3,1,1,0,21,0.5,192,8,2,1311,1935,273,3,0,0,0,0,6
808,1,2.3,1,3,1,45,0.8,161,1,9,526,1324,3431,13,1,0,0,2,9
1814,1,1.4,0,1,0,9,0.4,141,2,2,756,786,3556,16,0,1,1,2,3
1872,0,1.9,1,5,1,35,0.6,111,3,14,1546,1879,2419,19,1,1,1,2,10
1128,0,1.4,1,12,1,53,0.4,84,5,14,609,1370,2982,12,0,0,1,2,10
970,0,1.3,0,5,1,59,0.2,84,7,19,1765,1786,3675,12,1,1,1,2,1
1342,1,2.8,1,1,1,50,0.1,173,1,8,127,620,2644,11,1,0,0,1,5
1027,1,0.5,1,2,0,64,0.9,103,2,7,1698,1747,3786,12,0,1,1,2,4
1753,1,0.7,1,4,1,40,0.6,191,4,11,1652,1983,1112,15,0,0,0,3,1
508,0,1.3,1,1,1,50,0.7,82,5,9,102,1195,2175,14,1,1,0,3,11
531,1,1.1,1,10,1,63,0.7,189,7,14,145,1903,2958,19,1,0,1,1,9
1672,0,1.7,0,1,0,44,0.5,172,8,4,1250,1435,1348,7,0,0,0,3,1
995,1,1.3,0,1,1,10,0.1,104,4,3,258,1889,609,5,0,1,0,0,4
1812,0,1.3,0,4,0,42,1,162,7,15,380,1550,3338,11,0,0,0,2,8
601,0,1.7,0,3,0,6,0.8,169,4,11,818,1827,2651,9,0,1,0,1,3
1730,1,2,0,0,0,20,0.1,143,4,10,418,1023,1595,12,0,0,1,3,6
909,0,1.4,1,0,1,53,0.3,82,8,0,635,973,3187,4,0,1,1,1,2
1221,1,0.5,1,1,0,28,0.5,139,1,7,1895,1976,2438,10,0,0,0,2,8
1836,0,2.1,0,0,0,30,0.2,184,7,15,276,1230,3072,5,0,0,1,2,5
1582,1,2.8,1,2,0,44,0.5,112,6,13,1486,1797,3890,10,0,0,0,2,7
1039,1,1.3,1,0,0,12,0.8,200,8,0,1428,1827,1619,10,0,0,0,3,2
1215,1,1,1,4,1,16,0.1,130,4,8,454,1473,2632,15,1,1,0,1,5
1331,1,0.5,1,8,1,55,0.9,146,3,15,1162,1531,1732,11,0,1,0,3,4
820,1,0.5,0,2,1,58,0.3,160,4,4,468,694,1284,17,1,1,0,0,10
1702,0,2.3,1,12,0,52,0.5,145,2,15,1397,1491,2501,4,0,1,1,2,0
